Company Name,Visits,Data_Volume,Date,Type_of_Data_Stolen,Sector,Industry_Group,Country_of_Origin,Data_Volume_GB
www.farmaciaflorio.com,124386,200Gb,8/4/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,Italy,200.0
www.farmaciaflorio.com,124386,200Gb,8/4/2024,Corporate & Business Data,Health Care,Health Care Providers & Services,Italy,200.0
www.nrshealthcare.com,101682,578Gb,7/4/2024,Corporate & Business Data,Health Care,Health Care Equipment & Supplies,United Kingdom,578.0
www.nrshealthcare.com,101682,578Gb,7/4/2024,Financial & Payment Data,Health Care,Health Care Equipment & Supplies,United Kingdom,578.0
www.hcisystems.net,127574,500Gb,6/4/2024,Corporate & Business Data,Information Technology,Software,USA,500.0
www.hcisystems.net,127574,500Gb,6/4/2024,Financial & Payment Data,Information Technology,Software,USA,500.0
www.hcisystems.net,127574,500Gb,6/4/2024,Intellectual Property (IP) & Research Data,Information Technology,Software,USA,500.0
www.betteraccountingsolutions.com,126609,200 GB,6/4/2024,Corporate & Business Data,Information Technology,Software,USA,200.0
www.aretusamilano.it,125468,90GB,4/4/2024,Personal Identifiable Information (PII),Industrials,Commercial Services & Supplies,Italy,90.0
www.aretusamilano.it,125468,90GB,4/4/2024,Financial & Payment Data,Industrials,Commercial Services & Supplies,Italy,90.0
www.aretusamilano.it,125468,90GB,4/4/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Italy,90.0
www.aretusamilano.it,125468,90GB,4/4/2024,Authentication & Credential Data,Industrials,Commercial Services & Supplies,Italy,90.0
www.agenciahost.com,130572,8 GB,3/4/2024,Personal Identifiable Information (PII),Information Technology,IT Services,United States,8.0
www.agenciahost.com,130572,8 GB,3/4/2024,Authentication & Credential Data,Information Technology,IT Services,United States,8.0
www.agenciahost.com,130572,8 GB,3/4/2024,System & Infrastructure Data,Information Technology,IT Services,United States,8.0
www.constelacion.com.sv,131825,497GB,2/4/2024,Personal Identifiable Information (PII),Financials,Thrifts & Mortgage Finance,El Salvador,497.0
www.constelacion.com.sv,131825,497GB,2/4/2024,Financial & Payment Data,Financials,Thrifts & Mortgage Finance,El Salvador,497.0
www.constelacion.com.sv,131825,497GB,2/4/2024,Authentication & Credential Data,Financials,Thrifts & Mortgage Finance,El Salvador,497.0
www.constelacion.com.sv,131825,497GB,2/4/2024,Corporate & Business Data,Financials,Thrifts & Mortgage Finance,El Salvador,497.0
www.constelacion.com.sv,131825,497GB,2/4/2024,System & Infrastructure Data,Financials,Thrifts & Mortgage Finance,El Salvador,497.0
www.avantit.no,136294,7G,28/3/2024,Authentication & Credential Data,Information Technology,IT Services,Norway,7.0
www.avantit.no,136294,7G,28/3/2024,System & Infrastructure Data,Information Technology,IT Services,Norway,7.0
www.pgesco.com,137922,8 Tb Crypted,22/3/2024,Personal Identifiable Information (PII),Industrials,Construction & Engineering,USA,8192.0
www.pgesco.com,137922,8 Tb Crypted,22/3/2024,Financial & Payment Data,Industrials,Construction & Engineering,USA,8192.0
www.pgesco.com,137922,8 Tb Crypted,22/3/2024,Corporate & Business Data,Industrials,Construction & Engineering,USA,8192.0
www.wisd.net,134426,45GB,22/3/2024,System & Infrastructure Data,Information Technology,Software,USA,45.0
www.industrialdealimentos.com,136131,17 GB,20/3/2024,Corporate & Business Data,Consumer Staples,Food Products,Brazil,17.0
www.industrialdealimentos.com,136131,17 GB,20/3/2024,Financial & Payment Data,Consumer Staples,Food Products,Brazil,17.0
www.industrialdealimentos.com,136131,17 GB,20/3/2024,Intellectual Property (IP) & Research Data,Consumer Staples,Food Products,Brazil,17.0
www.industrialdealimentos.com,136131,17 GB,20/3/2024,System & Infrastructure Data,Consumer Staples,Food Products,Brazil,17.0
www.lapastina.com,141133,6GB,20/3/2024,Corporate & Business Data,Consumer Staples,Food Distribution,Italy,6.0
www.kovra.com.my,147728,12GB,12/3/2024,Personal Identifiable Information (PII),Industrials,Machinery,Malaysia,12.0
www.kovra.com.my,147728,12GB,12/3/2024,Financial & Payment Data,Industrials,Machinery,Malaysia,12.0
www.kovra.com.my,147728,12GB,12/3/2024,Corporate & Business Data,Industrials,Machinery,Malaysia,12.0
www.computan.com,146366,72GB,11/3/2024,Personal Identifiable Information (PII),Information Technology,Software,Canada,72.0
www.computan.com,146366,72GB,11/3/2024,Financial & Payment Data,Information Technology,Software,Canada,72.0
www.computan.com,146366,72GB,11/3/2024,Corporate & Business Data,Information Technology,Software,Canada,72.0
www.computan.com,146366,72GB,11/3/2024,System & Infrastructure Data,Information Technology,Software,Canada,72.0
www.scadea.com,147120,30GB,10/3/2024,Personal Identifiable Information (PII),Information Technology,IT Services,India,30.0
www.scadea.com,147120,30GB,10/3/2024,Authentication & Credential Data,Information Technology,IT Services,India,30.0
www.scadea.com,147120,30GB,10/3/2024,Corporate & Business Data,Information Technology,IT Services,India,30.0
www.scadea.com,147120,30GB,10/3/2024,Communication & Social Data,Information Technology,IT Services,India,30.0
www.go4kora.tv,146091,12GB,9/3/2024,Personal Identifiable Information (PII),Communication Services,Media & Entertainment,Tuvalu,12.0
www.go4kora.tv,146091,12GB,9/3/2024,Financial & Payment Data,Communication Services,Media & Entertainment,Tuvalu,12.0
www.go4kora.tv,146091,12GB,9/3/2024,Authentication & Credential Data,Communication Services,Media & Entertainment,Tuvalu,12.0
www.go4kora.tv,146091,12GB,9/3/2024,Corporate & Business Data,Communication Services,Media & Entertainment,Tuvalu,12.0
www.go4kora.tv,146091,12GB,9/3/2024,Communication & Social Data,Communication Services,Media & Entertainment,Tuvalu,12.0
www.rekamy.com,148050,42GB,8/3/2024,Personal Identifiable Information (PII),Information Technology,Software,Malaysia,42.0
www.rekamy.com,148050,42GB,8/3/2024,Corporate & Business Data,Information Technology,Software,Malaysia,42.0
www.rekamy.com,148050,42GB,8/3/2024,Financial & Payment Data,Information Technology,Software,Malaysia,42.0
www.dvttechnologyltd.com,149511,51 GB,8/3/2024,Personal Identifiable Information (PII),Consumer Discretionary,Retailing,United Kingdom,51.0
www.dvttechnologyltd.com,149511,51 GB,8/3/2024,Financial & Payment Data,Consumer Discretionary,Retailing,United Kingdom,51.0
www.dvttechnologyltd.com,149511,51 GB,8/3/2024,Corporate & Business Data,Consumer Discretionary,Retailing,United Kingdom,51.0
www.siea.sk,150849,62 GB,7/3/2024,Corporate & Business Data,Industrials,Commercial & Professional Services,Slovakia,62.0
www.siea.sk,150849,62 GB,7/3/2024,Government & Military Data,Industrials,Commercial & Professional Services,Slovakia,62.0
www.siea.sk,150849,62 GB,7/3/2024,System & Infrastructure Data,Industrials,Commercial & Professional Services,Slovakia,62.0
www.spmundi.com.br,150794,8 GB,7/3/2024,Personal Identifiable Information (PII),Financials,Capital Markets,Brazil,8.0
www.spmundi.com.br,150794,8 GB,7/3/2024,Financial & Payment Data,Financials,Capital Markets,Brazil,8.0
www.spmundi.com.br,150794,8 GB,7/3/2024,Corporate & Business Data,Financials,Capital Markets,Brazil,8.0
www.merchant.id,150082,50 GB,6/3/2024,Corporate & Business Data,Information Technology,IT Services,Indonesia,50.0
www.shootinghouse.com.br,154375,60 GB,28/2/2024,Corporate & Business Data,Information Technology,Software,Brazil,60.0
www.shootinghouse.com.br,154375,60 GB,28/2/2024,System & Infrastructure Data,Information Technology,Software,Brazil,60.0
www.headwaterco.com,153088,57 GB,26/2/2024,Corporate & Business Data,Industrials,Trading Companies & Distributors,USA,57.0
www.al-shefafarm.ro(SOLD),156776,150 GB,23/2/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,Romania ,150.0
www.al-shefafarm.ro(SOLD),156776,150 GB,23/2/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,Romania ,150.0
www.al-shefafarm.ro(SOLD),156776,150 GB,23/2/2024,Financial & Payment Data,Health Care,Health Care Providers & Services,Romania ,150.0
www.al-shefafarm.ro(SOLD),156776,150 GB,23/2/2024,Corporate & Business Data,Health Care,Health Care Providers & Services,Romania ,150.0
www.ykp.com.br,262581,150 GB,7/2/2024,Personal Identifiable Information (PII),Information Technology,IT Services,Brazil,150.0
www.ykp.com.br,262581,150 GB,7/2/2024,Financial & Payment Data,Information Technology,IT Services,Brazil,150.0
www.ykp.com.br,262581,150 GB,7/2/2024,Corporate & Business Data,Information Technology,IT Services,Brazil,150.0
